task	query	url	rank	query_relevance	task_relevance
3	清华大学附近 购买死飞 	http://gw.xuanliwang.com/cncn/ee3p03vul3ctfsdj4.html	1	1	0
7	 戒烟	http://fyqfs.com/	0	0	0
12	 辽宁号的基本信息	http://tags.news.sina.com.cn/%E8%BE%BD%E5%AE%81%E5%8F%B7	0	1	2
12	航母战略价值	http://www.chinavalue.net/Finance/Blog/2012-9-26/932509.aspx	8	3	0
1	 破冰游戏 十人 新员工	http://www.tuozhan110.com/tzyx/pbyx/2082.html	8	1	2
3	Makara死飞公园	http://tieba.baidu.com/p/2890775931	4	3	2
11	 清华大学游泳馆办理游泳卡价格	http://www.meituan.com/ztqhdxyyg	4	1	1
3	死飞	http://www.yiihuu.com/w/pl-16335/	3	3	1
12	航母 战略意义	http://www.chinavalue.net/Finance/Blog/2012-9-26/932509.aspx	4	3	3
10	香港买iphone	http://ask.zol.com.cn/x/1147373.html	6	3	2
2	北京周边旅游推荐	http://www.xialv.com/beijing/zhoubianyou/jingdian	5	3	2
2	山东 住宿 	http://you.ctrip.com/ask/question/334255.html	8	3	1
10	如何购买港版iphone6	http://bbs.16fan.com/thread-362201-1-1.html	0	1	1
4	国际航班 禁止携带和托运物品	http://xl.xkyn.com/zixun-qekckqacbkbgnknbgbn.htm	2	0	0
11	 游泳馆	http://www.17house.com/cc/company/52964.html	4	2	0
8	 谷歌眼镜怎样使用	http://www.to8to.com/ask/k5267094.html	7	3	3
3	Makara死飞公园	http://tieba.baidu.com/p/3454244868	5	3	1
3	 清华附近 自行车店 死飞	http://gw.xuanliwang.com/cncn/ee3p03vul3ctfsdj4.html	0	0	0
11	 清华大学游泳馆票价	http://www.dianping.com/review/22351549	6	3	3
10	 iphone6 价格	http://detail.zol.com.cn/274/273715/price_1.shtml	1	3	2
2	  北京周边在自由行7天攻略	http://www.wenku1.com/news/72D96CC9286BA4C1.html	3	2	2
4	 飞美国 禁止托运	http://tech.ifeng.com/a/20171023/44725522_0.shtml	8	1	0
10	 iphone6如何在香港购买	http://iphone.tgbus.com/faq/201504/20150423153409.shtml	6	3	3
10	iPhone 国内 香港	http://weibo.com/p/1001603753273441036767	7	3	3
2	张家口的草原天路	http://finance.ifeng.com/a/20160521/14405157_0.shtml	9	3	2
2	北京周边景点	http://www.xialv.com/beijing/zhoubianyou	6	3	3
4	 国际航班随身行李尺寸	http://baike.1688.com/doc/view-d43176773.html	5	2	1
3	美利达自行车清华西门店	http://ditu.city8.com/bj/canyinfuwu/4321746_ASNSEP_address	1	3	2
12	辽宁号的历史	http://www.caogen.com/blog/infor_detail/41019.html	5	1	1
2	京郊园博园 攻略	http://www.lvmama.com/lvyou/guide/2013-0815-173657.html	3	0	0
3	北京 久裕 死飞 地图	http://tieba.baidu.com/%E9%83%91%E5%B7%9E%E5%B1%B1%E5%9C%B0%E8%BD%A6	3	1	1
12	航空母舰	http://hangkongmujian.baike.com/	1	3	1
10	港版iphone6支持国内运营商网络吗？	http://ask.zol.com.cn/x/1238814.html	1	2	2
4	 美国 行李托运	http://china.coovee.net/business1/SmallSort11434096/Index.Html	1	0	0
3	北京 死飞 注意事项	http://www.qianyan.biz/sshow-48862964.html	4	2	2
2	大溪地度假村 门票交通	http://bus.aibang.com/beijing/busxid-1673722588-1204474359	5	0	0
2	 黄花城水长城 攻略	http://www.yododo.com/area/target/1-01-02-01-605914	1	3	2
12	航母 战略作用	http://bbs.tiexue.net/post_2895118_1.html	8	3	3
12	 辽宁号优势劣势 航母作用	http://www.360doc.com/content/12/1003/17/6150202_239310485.shtml	6	2	2
12	辽宁号的基本信息（如排水量，舰长，舷宽，船员人数，航速，武器装备等），辽宁号的历史，航母能起到的战略作用，相对于其他国家的航母，辽宁号的优势和劣势等信息	http://news.sina.com.cn/c/2014-07-31/193730610001.shtml	4	2	3
12	辽宁舰 优劣势	https://lt.cjdby.net/thread-1721177-1-1.html	1	3	1
10	 iphone6 港版 电信	http://xl.xkyn.com/zixun-qkevpcnvbbgpvkneqnp.htm	2	3	2
12	辽宁号的优势和劣势	http://bbs.tianya.cn/post-333-263105-1.shtml	9	0	0
12	航母 战略意义	http://www.chinavalue.net/Finance/Blog/2013-12-30/1005783.aspx	2	3	3
11	 清华游泳馆 游泳卡价格	http://baike.1688.com/doc/view-d30068532.html	4	3	3
3	 死飞自行车 天猫	http://www.douban.com/group/topic/86602457/	6	1	1
3	 死飞自行车　五道口	http://bj.58.com/wudaokou/zhudongchepeijian/g9/pve_6106_1001_2000/	1	1	1
4	赴美航班手提行李液体	http://news.sohu.com/20060928/n245570730.shtml	2	3	2
4	中美航班行李限制	http://www.chineseinla.com/keyword/type_keyword/keyid_746546.html	7	1	1
4	 国际航班 液体行李	http://www.360doc.com/content/16/0304/08/477274_539267630.shtml	0	3	3
2	驴妈妈北京5日游	http://www.lvmama.com/lvyou/guide/2013-0803-173382.html	0	1	0
3	北京死飞购买渠道	http://bj.58.com/zixingche/18134580563978x.shtml	5	2	2
3	死飞价格	http://www.douban.com/group/topic/82435857/	1	1	1
11	 清华游泳馆地址	http://bus.aibang.com/beijing/busxid-983289911-703177815	5	0	0
10	港版iPhone6是否需要关税	http://www.fuwo.com/ask/4744488.html	4	1	2
12	 辽宁号优势劣势 航母作用	https://www.wukong.com/question/6413123379905167617/	4	2	2
12	百度百科	http://help.baidu.com/question?prod_id=10	2	2	1
2	 南宫生态旅游度假区	http://menpiao.tuniu.com/t_361?p=1044&utm_term=1399396328&utm_content=285574136&utm_campaign=Menpiao	3	3	2
7	 戒烟方式，好处及副作用	http://www.jieyanb.com/	6	0	0
4	国际航班  哪些物品必须手提	http://www.wenku1.com/list/%E5%9B%BD%E9%99%85%E8%88%AA%E7%8F%AD%E7%A6%81%E5%B8%A6%E7%89%A9%E5%93%81/	8	2	2
10	港版iphone6 关税	http://www.customslawyer.cn/xfsd/61501.shtml	3	2	2
12	 辽宁号　其他航母　对比	http://lt.cjdby.net/forum.php?goto=lastpost&mod=redirect&tid=2310157	7	0	0
10	 香港iphone6带回国内要关税吗	http://china.coovee.net/business1/SmallSort24431723/Index.Html	5	0	0
3	 清华附近自行车 价格	http://www.aliyun.com/zixun/content/2_6_1393945.html	2	2	1
4	 坐飞机不能带上飞机	http://lxs.cncn.com/64314/n526053	6	3	3
2	北京的周边旅行，交通，住宿	http://www.cncn.com/xianlu/74547793024/relate	7	2	3
12	 辽宁舰 互动百科	http://www.cern.net.cn/junshi/huanqiu/38796.html	7	0	0
2	 北京周边旅游十天	http://www.yododo.com/ask/0130BC77513A3078FF80808130B8AC4D	4	1	1
10	 iphone6从香港带回国是否有关税	http://www.yuelvxing.com/seek/f/933085-9	7	1	1
12	辽宁号历史	http://www.jyeoo.com/history/ques/detail/ebbcd611-478f-4726-b3a9-b2f21d978e62	9	1	1
10	iPhone 国内 报价	http://finance.sina.com.cn/roll/2016-03-23/doc-ifxqnnkr9919050.shtml	6	3	2
11	 清华大学陈明游泳馆 价格	http://i.meituan.com/poi/22498	5	3	3
4	美国航班 禁止携带和托运物品	http://lxs.cncn.com/72102/n492447	0	2	2
2	 黄花城水长城 攻略	http://www.oh100.com/holiday/854176.html	5	3	2
3	 死飞自行车　购买注意事项	http://www.cntrades.com/b2b/zixingche77/sell/itemid-18820689.html	3	1	1
1	 公司 破冰	http://china.coovee.net/business1/SmallSort34844405/Index.Html	3	0	0
11	清华大学游泳馆 开放时间	http://www.tsinghua.edu.cn/publish/thunews/9839/2011/20110225232003671286844/20110225232003671286844_.html	8	0	0
12	辽宁号	http://china.coovee.net/business1/SmallSort10383806/Index.Html	1	0	0
7	戒烟的好处 	http://www.tobaccochina.com/culture/encyclopedia/knowledge/20144/2014331143047_614256.shtml	5	3	3
3	死飞自行车 如何挑选	http://bbs.0634.com/forum.php?mod=viewthread&tid=617067	9	3	2
3	死飞清华附近	http://www.mafengwo.cn/poi/info-120076.html	3	0	0
2	 北京周边 旅游 省钱 方便	http://www.chinadmd.com/file/o6cwstixcpxswrst66rxrzou_1.html	7	2	2
10	 苹果香港	http://www.aliyun.com/zixun/aggregation/24968.html	6	3	1
12	 辽宁舰  其他国家 对比	http://news.ifeng.com/a/20161117/50270804_0.shtml	4	2	1
2	白洋淀 旅游	http://www.nongjiayuan.org/baiyangdian/	9	3	2
4	 国际航班手提和托运行李的要求	http://m.yiqifei.com/i/article/23559.html	0	3	3
11	 清华大学游泳	http://zh.wikipedia.org/wiki/%E6%B8%85%E5%8D%8E%E5%A4%A7%E5%AD%A6%E6%B8%B8%E6%B3%B3%E9%A6%86	18	0	0
8	 谷歌眼镜 搜狗百科	http://arch.pconline.com.cn/pcedu/softnews/yejie/index.html	4	1	1
7	戒烟好处	http://www.tobaccochina.com/culture/encyclopedia/knowledge/20144/2014331143047_614256.shtml	5	3	3
4	 飞美国航班 行李规格	http://www.chineseinla.com/kw/id_302403/keyid_4062753.html	4	1	1
10	 港版iphone6支持中国联通	http://news.cheaa.com/2014/0903/418955.shtml	6	1	2
8	 谷歌眼镜 使用方法	http://www.pcbeta.com/viewnews-64111-1.html	2	3	3
2	 北京周边 休假	http://www.visitbeijing.com.cn/weeksum/weeksum120/index.shtml	2	2	1
7	 戒烟 好处	http://www.douban.com/note/132391627/	8	3	3
1	 适合十位新员工破冰游戏	http://ask.wenku1.com/question/%E6%96%B0%E5%91%98%E5%B7%A5%E5%85%A5%E8%81%8C%E5%9F%B9%E8%AE%AD%E7%A0%B4%E5%86%B0.htm	2	3	3
11	 清华大学陈明游泳馆 学生游泳卡	https://www.dianping.com/review/40777252	8	2	3
1	破冰游戏　新员工培训	http://www.caoxy.com/news/1979.html	10	3	3
10	去香港买iphone交税么	http://china.coovee.net/business1/SmallSort30173693/Index.Html	5	0	0
2	张裕酒庄 攻略	http://travel.sina.com.cn/benxi_zhangyuhuangjinbinggubingjiujiuzhu-yule-lvyou/	2	1	1
12	辽宁号的历史，航母能起到的战略作用，相对于其他国家的航母，辽宁号的优势和劣势等信息	http://www.360doc.com/content/12/1013/00/2657004_241152445.shtml	7	2	2
11	 清华大学游泳馆开放时间	http://www.chinadmd.com/theme/6SWQ8rIC26D5IQ6f986X154Z5Ai9Jh0ob6g984X9809ZvD7159/	8	0	0
1	十人破冰游戏	http://www.bdstar.org/Article/Class52/Class54/yxbd/200703/4088.html	7	3	3
12	辽宁号	http://zh.wikipedia.org/wiki/%E8%BE%BD%E5%AE%81%E5%8F%B7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0	2	0	0
4	 坐飞机托运行李规格和重量	https://www.keyunzhan.com/knews-440683/	0	3	3
12	 辽宁舰基本资料	http://www.360doc.com/content/12/0929/23/7536781_238861507.shtml	1	3	2
2	 北京周边3日游	http://bj.58.com/sanriyou/pve_6685_0_50/	9	3	3
3	 清华 哪儿能买到死飞	http://oesee.com/3966.html	7	0	0
12	辽宁号的优势	https://lt.cjdby.net/thread-2343989-1-1.html	0	1	1
4	 国际航班 行李携带须知	http://www.wenku1.com/news/AD8101D329D248CC.html	8	3	3
2	 北京周边有哪些好玩的	http://wan.cncn.com/guide_18722.htm	0	3	3
11	 清华大学 陈明游泳馆	http://store.tuan800.com/shop_643011/deal_all	9	3	3
10	港版iPhone 是否需要缴纳关税 	http://mini.eastday.com/a/160924154918379.html	8	3	3
12	辽宁号战略作用	http://www.fanwenq.cn/Special/f9290195w/	6	0	0
12	 辽宁号的历史，	http://pinglun.book.tiexue.net/list_26877_0_1.html	7	0	0
3	 清华大学死飞自行车	http://www.baixing.com/ershouzixingche/?query=600%E3%8E%A1	13	2	2
12	 辽宁号的优势、劣势	http://news.ifeng.com/a/20140410/40001595_0.shtml	7	1	1
2	北京周边 夏季休假	http://travel.qianggen.com/2015/0818/45482.html	0	3	2
3	 清华大学 死飞自行车	http://xian.kuyiso.com/zixingche/vve7_r800-1000/	7	2	2
2	5月 北京周边旅行 便利 价值	http://www.cncn.com/xianlu/811021684281/relate	4	2	2
2	 北京周边5日游	http://s.cncn.com/beijing/b1b1bea9d6dcb1df-d5	4	3	2
12	 辽宁号的历史，航母能起到的战略作用，相对于其他国家的航母，辽宁号的优势和劣势	http://www.zhihu.com/question/47879238/answer/111827962	2	1	1
3	死飞自行车 	https://www.wasu.cn/Play/show/id/6254480	7	0	0
1	 破冰游戏 十人	http://www.chinadmd.com/theme/5265ALo3KQd48y9F8J6p9268B0/	9	2	2
4	 国际航班行李尺寸	http://bbs.55bbs.com/thread-8386928-1-1.html	1	3	3
4	国际航班  哪些物品必须手提	http://m.yiqifei.com/i/article/23559.html	2	3	3
10	把iphone6带回国内是否需要缴纳关税	http://www.25pp.com/news/search/%E6%B5%B7%E5%85%B3	4	2	3
2	 北京周边　旅游　休闲度假	http://beijing.cncn.com/xianlu/625031149741	8	0	0
2	北戴河景点	http://lvyou.baidu.com/beidaihe/jingdian/	0	3	3
4	 飞美国 哪些行李必须托运	http://share.renren.com/share/416032200/13440740870	1	1	1
12	辽宁号船员人数	http://www.sy456.com/lnjhfnh/gchmhfnh/baike_6655.html	6	0	0
3	美利达自行车清华西门店	http://www.samulu.com/company/50452488	5	0	0
3	死飞价格	http://coolsifei.com/	2	0	0
4	赴美航班手提行李液体	http://baike.1688.com/doc/view-d2466337.html	3	1	3
7	 科学戒烟	http://www.xywy.com/dzjk/nrsj/zxtj/20130926/741201.html	5	3	3
12	辽宁号对其他国家航母的优势	http://www.hycfw.com/Article/191097	5	1	1
10	从香港买iphone6价格	http://news.tootour.com/a/73101.aspx	0	3	2
4	国际航班什么东西必须手提	http://www.51test.net/show/6722619.html	7	3	3
12	航母 作用 意义	http://bbs1.people.com.cn/post/1/1/2/162496584.html	8	1	1
11	 清华大学游泳馆地址	http://www.dianping.com/shop/3880360/review_more	7	3	3
10	京淘宝	http://m.taobao.com/	2	1	1
4	中国到美国航班 手提行李 液体	http://www.chineseinla.com/keyword/id_6633/keyid_173379.html	7	1	0
2	 死飞 自行车	http://www.lexiangbike.com/	4	3	0
4	 国际航班 托运物品 手提物品	http://www.wenku1.com/news/FDBF8A28812CAF71.html	6	1	1
11	清华陈明游泳馆	http://www.dianping.com/review/35598882	2	3	3
3	清华附近地图	http://www.funi.com/xf/qinghuayijing/map.htm	7	0	0
3	清华大学 死飞	http://db.house.qq.com/bj_3473/info.html	7	0	0
10	 iphone6 香港 价格	http://www.to8to.com/ask/k1415213.html	3	3	3
3	 死飞 海淀	http://info.b2b168.com/s168-49345526.html	9	0	0
10	港版 iphone6支持大陆运营商吗	http://news.cheaa.com/2014/0903/418955.shtml	9	2	2
3	 清华附近 死飞	http://www.mafengwo.cn/poi/info-120076.html	2	0	0
3	死飞公园	http://www.fixedpark.com/	3	1	1
10	 iphone6售价	http://iphone6.zol.com.cn/	1	3	1
12	 辽宁号历史	http://v.qq.com/x/page/z0522ne0pa2.html	6	2	2
1	 10个新员工培训时的破冰游戏 百度文库	http://www.chinadmd.com/file/recwprz3eeesw3ziirzosz6v_2.html	1	2	3
7	 戒烟好处和副作用	http://www.120ask.com/hot/142703/	0	2	2
2	 北京周边十天旅游	http://www.cncn.com/xianlu/813101762708/relate	7	1	2
10	iphone6 香港　运营商网络	http://info.it.hc360.com/2014/09/031243787693.shtml	2	3	3
4	 国际 手提行李 流体总量	http://ask.qyer.com/question/869762.html	0	3	3
11	 清华大学 游泳馆	http://news.163.com/17/0327/03/CGGND0PP000187VI.html	9	1	0
3	 死飞	http://coolsifei.com/	2	0	0
3	 死飞 品牌	http://www.suning.com/pinpai/list/420034.html	2	3	2
3	 死飞 北京	http://bj.58.com/zixingche/14143533108104x.shtml?refrom=m58	3	3	2
2	 北京五月旅游	http://s.cncn.com/beijing/cee5d4c2c2c3d3ce	8	3	3
11	 清华大学 游泳馆 开放时间	http://www.tsinghua.edu.cn/publish/thunews/9839/2011/20110225232003671286844/20110225232003671286844_.html	2	0	0
12	 辽宁号 优势	http://www.baofeng.com/video/305/video-37-3667805.html	6	1	0
7	 戒烟的好处副作用	http://www.360doc.com/content/11/0130/13/3718286_89928509.shtml	8	1	3
2	五日游　北京周边	http://www.cncn.com/xianlu/687321221219/relate	8	1	1
10	港版iPhone支持国内运营商网络	http://ask.zol.com.cn/x/1238814.html	8	3	1
10	 iphone6  香港  报税	http://www.customslawyer.cn/xfsd/61482.shtml	1	3	3
1	 公司 破冰游戏	http://www.m448.com/info/wzview_4449.html	5	3	2
10	 iphone6 从香港带回内地 关税	http://xl.xkyn.com/zixun-pkbkgnqegckcpbnqkb.htm	3	3	1
10	iphone6	https://www.apple.com/iphone/	2	1	1
12	 辽宁号　其他航母　对比	http://weibo.com/2160892150/F0iVhE5kj?c=spr_qdhz_bd_baidusmt_weibo_s	8	3	1
4	国际航班 托运 重量	http://max.book118.com/html/2017/0518/107509086.shtm	4	2	2
3	 死飞自行车 清华	http://mall.cnki.net/magazine/article/ZXSJ201329023.htm	6	1	1
10	 iphone6	http://www.trustedreviews.com/reviews/iphone-6	4	3	1
10	iphone6　价格	http://product.yesky.com/mobilephone/iphone6/apple/	4	3	2
10	 国内和港版iphone6价格	http://news.e23.cn/content/2014-10-06/2014A0600049.html	3	1	1
11	 清华大学游泳馆　开放时间	http://www.tsinghua.edu.cn/publish/thunews/9839/2011/20110225232003671286844/20110225232003671286844_.html	9	0	0
2	 北京周边景区七日游 路线	http://www.ptotour.com/s/260407.html	7	0	0
4	 飞美国 行李	http://china.coovee.net/business1/SmallSort24429554/Index.Html	4	0	0
3	 清华死飞自行车	http://hengshui.kuyiso.com/zixingche/vve7_r600-800_pgsize150/	4	2	2
1	 破冰游戏 十人 新员工	http://www.yjbys.com/peixun/news/484.html	6	3	3
2	 北京周边游	http://lvyou.baidu.com/beijing/ditu/?from=zhixin	2	2	1
2	 五月北京周边好玩儿地方	http://www.fang.com/ask/travel/TravelAnswer_7650882_0/	2	3	3
10	 iPhone6 港版价格	http://product.pcpop.com/000696155/Index.html	0	1	1
4	 国际航班手提和托运行李的要求	http://www.dragonsea-china.com/express_view/HL_10478.html	5	3	3
8	 “谷歌眼镜”怎么用	http://www.techweb.com.cn/it/2014-05-06/2033135.shtml	2	1	1
10	 iphone6从香港带回国是否有关税	http://bbs.feng.com/read-htm-tid-8324714.html	6	0	0
10	iPhone6港版代购	http://go.cqmmgo.com/forum-5-thread-184471413805835247-1-1.html	4	1	1
4	 国际航班 行李 规定 2017	https://www.keyunzhan.com/knews-440617/	7	3	3
4	 飞美国 必须托运	http://www.caacnews.com.cn/1/88/201701/t20170109_1208019.html	7	1	1
1	员工破冰游戏 十人	http://www.caoxy.com/news/1110.html	8	2	2
12	 辽宁号的战略作用	http://www.junshishu.com/Book23719/Content1340674.html	8	1	1
4	 国际航班行李哪些必须托运	http://www.dragonsea-china.com/express_view/HL_10689.html	2	1	2
2	  北京周边在自由行攻略	http://baoxian.163.com/zx/yiwai/24794.html	6	3	1
2	北戴河酒店	http://beidaihe2008.com/	4	3	1
12	 辽宁号优势劣势 航母作用	http://money.591hx.com/article/2014-01-16/0000289162s.shtml	8	1	1
4	 国际航空对手提行李的限制	http://www.360doc.com/content/16/0304/08/477274_539267630.shtml	0	3	3
11	 清华大学游泳馆开闭馆时间	http://www.dianping.com/review/26819589	7	1	3
2	北戴河景点	http://www.360doc.com/content/14/0212/18/137012_351967283.shtml	4	3	2
12	辽宁号 船员人数 武器	http://bbs.tianya.cn/m/post-worldlook-590646-1.shtml	3	2	3
11	 清华大学 游泳	http://news.163.com/17/0327/03/CGGND0PP000187VI.html	9	3	0
2	 北京周边5日游	http://www.cct.cn/around/wuhan/all-n5/	6	1	1
7	戒烟副作用	http://www.bestb2b.com/business_127411508.htm	6	3	3
3	 清华 死飞自行车	http://xian.kuyiso.com/meilidazxc/vve7_r0-300/	3	1	1
10	香港 4G运营商	http://tech.hexun.com/2010-11-26/125847726.html	8	3	2
7	 戒烟的坏处	http://search.liqucn.com/topic/3602458.shtml	8	1	1
10	 iPhone6 港版怎么买	http://www.paopaoche.net/comment_47261_1.html	3	1	1
10	 港版iPhone 大陆运营商	http://plus.zealer.com/post/59214	5	1	0
3	北京 久裕 死飞 地图	http://www.bikehome.cc/news/20160705/542857_1.html	2	0	0
10	 iphone6报价	http://detail.zol.com.cn/274/273715/price_1.shtml	0	3	2
4	 飞美国航班 行李限制	http://www.yuelvxing.com/seek/f/997565-8	7	3	3
11	清华大学陈明游泳馆 学生办卡	http://www.dianping.com/review/26326814	7	1	3
11	 清华大学游泳馆 票价	http://s.114chn.com/s-6k5itta2-c.html	0	1	3
10	apple store	https://itunes.apple.com/cn/app/apple-store/id375380948?mt=8	1	3	1
11	清华大学游泳馆 信息	http://www.dianping.com/shop/2340301/map	5	3	3
4	 坐飞机托运行李规格和重量	https://iask.sina.com.cn/b/10002794.html	9	3	3
2	 北京周边旅游 交通	http://www.city8.com/map/11824.html	0	3	1
12	辽宁舰 优劣势	http://www.zhihu.com/question/19998133/answer/29869589	4	0	0
4	 国际 手提行李 流体总量	http://learning.sohu.com/20081024/n260225122.shtml	7	0	0
7	 戒烟好处，副作用，有效方式	http://www.haodf.com/zhuanjiaguandian/baoh123_35716.htm	3	2	3
8	 Google Glasses	https://www.wired.com/story/google-glass-2-is-here/	7	2	1
2	5月 北京周边旅行 消费 体验	http://www.cncn.com/xianlu/767141911003/relate	5	2	2
3	 清华附近自行车 价格	http://bj.58.com/beijingdaxue/yongjiu/g9/pve_6106_501_1000/	3	3	2
3	 清华大学 死飞专卖店	http://www.dianping.com/shop/44018190/map	3	1	0
1	 破冰游戏 十人 新员工	https://article.liepin.com/ss/6991ef81f5a4a12ef82905c039fc9102.shtml	3	0	0
8	 谷歌眼镜　售价	http://www.kejixun.com/article/201404/36094.html	4	3	3
11	 清华大学游泳馆票价	http://bus.aibang.com/beijing/busid-1805433765-943974894	0	0	0
1	新员工 10人破冰游戏	http://www.360doc.com/content/11/0929/19/6178936_152219348.shtml	1	3	3
