,id,studentID,task_id,answer,content
64,158,2016210825,8,        谷歌眼镜功能，使用方式以及售价,"TIMESTAMP=1513134465446	USER=2016210825	TASK=8	ACTION=DESCRIPTION	INFO:	answer=        谷歌眼镜功能，使用方式以及售价
"
65,159,2016210825,8,        谷歌眼镜是一款拓展现实的眼镜设备，基于Google Now语音识别技术，能够实现控制拍照、录制视频、网上冲浪，具有简单的文字处理和邮件处理等功能。只需要说出激活眼镜的指令并对说出一些关键词指令即可操控眼镜完成各种应用。眼镜分辨率为600*360，而且电池容量也比较有限，目前仅能进行一些简单的应用，售价为1500美元加税，约合11000元。,"TIMESTAMP=1513134873339	USER=2016210825	TASK=8	ACTION=ANSWER_QUESTION	INFO:	answer=        谷歌眼镜是一款拓展现实的眼镜设备，基于Google Now语音识别技术，能够实现控制拍照、录制视频、网上冲浪，具有简单的文字处理和邮件处理等功能。只需要说出激活眼镜的指令并对说出一些关键词指令即可操控眼镜完成各种应用。眼镜分辨率为600*360，而且电池容量也比较有限，目前仅能进行一些简单的应用，售价为1500美元加税，约合11000元。
"
66,160,2016210825,10,        iphone6 国行，港行售价以及购买事项，是否支持国内运营商网络,"TIMESTAMP=1513134930234	USER=2016210825	TASK=10	ACTION=DESCRIPTION	INFO:	answer=        iphone6 国行，港行售价以及购买事项，是否支持国内运营商网络
"
67,161,2016210825,10,        iphone6 港版价格16G 4425元左右， 64G 5317元左右， 支持国内联通移动的4G，但是锁了电信的频段。可以直接去香港苹果零售店购买，自己带回来不需要缴税。,"TIMESTAMP=1513135258923	USER=2016210825	TASK=10	ACTION=ANSWER_QUESTION	INFO:	answer=        iphone6 港版价格16G 4425元左右， 64G 5317元左右， 支持国内联通移动的4G，但是锁了电信的频段。可以直接去香港苹果零售店购买，自己带回来不需要缴税。
"
68,162,2016210825,2,        北京周边五一一周假期旅游合适的目的地,"TIMESTAMP=1513135303091	USER=2016210825	TASK=2	ACTION=DESCRIPTION	INFO:	answer=        北京周边五一一周假期旅游合适的目的地
"
69,163,2016210825,2,        黄金海岸 平遥古城  北京市郊人会比较多，不适合去玩，秦皇岛以及山西都不太远，驾车几个小时可以到达，平遥有很多历史文化古迹，比如王家大院等，可去的景点比较多，行程可长可短。黄金海岸在海边，景色优美，有滑沙中心以及配套的娱乐设施，其次在5月份比较暖和，在海边可以乘快艇冲浪，还有高空观景平台，比较适合度假休闲。,"TIMESTAMP=1513135705850	USER=2016210825	TASK=2	ACTION=ANSWER_QUESTION	INFO:	answer=        黄金海岸 平遥古城  北京市郊人会比较多，不适合去玩，秦皇岛以及山西都不太远，驾车几个小时可以到达，平遥有很多历史文化古迹，比如王家大院等，可去的景点比较多，行程可长可短。黄金海岸在海边，景色优美，有滑沙中心以及配套的娱乐设施，其次在5月份比较暖和，在海边可以乘快艇冲浪，还有高空观景平台，比较适合度假休闲。
"
70,166,2015012322,10,帮小明查询国内和香港的iphone6的售价，如何在香港购买，带回国内是否需要缴纳关税，港版iphone是否支持国内运营商网络等信息,"TIMESTAMP=1513145748052	USER=2015012322	TASK=10	ACTION=DESCRIPTION	INFO:	answer=帮小明查询国内和香港的iphone6的售价，如何在香港购买，带回国内是否需要缴纳关税，港版iphone是否支持国内运营商网络等信息
"
71,169,2015011938,4,        国际航班、手提行李重量体积限制和多少液体、托运重量体积限制、哪些要手提，哪些要托运。,"TIMESTAMP=1513146460719	USER=2015011938	TASK=4	ACTION=DESCRIPTION	INFO:	answer=        国际航班、手提行李重量体积限制和多少液体、托运重量体积限制、哪些要手提，哪些要托运。
"
72,170,2015012322,10,        ,"TIMESTAMP=1513146592604	USER=2015012322	TASK=10	ACTION=DESCRIPTION	INFO:	answer=        
"
73,171,2015012322,10, 港版iphone6是支持国内移动4G网络的,"TIMESTAMP=1513147141219	USER=2015012322	TASK=10	ACTION=ANSWER_QUESTION	INFO:	answer= 港版iphone6是支持国内移动4G网络的
"
74,172,2015012322,8,查找谷歌眼镜的功能、使用方式、售价等信息,"TIMESTAMP=1513147185061	USER=2015012322	TASK=8	ACTION=DESCRIPTION	INFO:	answer=查找谷歌眼镜的功能、使用方式、售价等信息
"
75,173,2015011938,4,"        1.不同航空公司对于重量的要求不太一样，但是差异不大，手提行李都在10公斤以内，一般都是7公斤以内，体积长宽高不超过110cm（20*40*55），液体单瓶不可超过100ml，总共不可超过1L。
2.托运行李，不同航空公司和不同舱位也不一样，分布在20公斤、30公斤、40公斤不等。
3.对于刀具等不能手提，只能托运；充电宝超过10000mah也要托运。易碎易腐不易保存珍贵贵重等物品不能托运。","TIMESTAMP=1513147298301	USER=2015011938	TASK=4	ACTION=ANSWER_QUESTION	INFO:	answer=        1.不同航空公司对于重量的要求不太一样，但是差异不大，手提行李都在10公斤以内，一般都是7公斤以内，体积长宽高不超过110cm（20*40*55），液体单瓶不可超过100ml，总共不可超过1L。
2.托运行李，不同航空公司和不同舱位也不一样，分布在20公斤、30公斤、40公斤不等。
3.对于刀具等不能手提，只能托运；充电宝超过10000mah也要托运。易碎易腐不易保存珍贵贵重等物品不能托运。
"
76,174,2015011938,1,        新员工、10人、破冰游戏,"TIMESTAMP=1513147332190	USER=2015011938	TASK=1	ACTION=DESCRIPTION	INFO:	answer=        新员工、10人、破冰游戏

"
77,175,2015012322,8,        作为一款装饰品，查询并增加日程，地图，好友互动，音乐播放，拍照和摄影，查询时间，查询天气，Google+信息流发送和接收，Google+ Hangouts视频聊天，Google搜索,"TIMESTAMP=1513147714492	USER=2015012322	TASK=8	ACTION=ANSWER_QUESTION	INFO:	answer=        作为一款装饰品，查询并增加日程，地图，好友互动，音乐播放，拍照和摄影，查询时间，查询天气，Google+信息流发送和接收，Google+ Hangouts视频聊天，Google搜索
"
78,176,2015012322,3,        清华大学附近购买死飞自行车可能的渠道，注意事项和价格区间。,"TIMESTAMP=1513147752580	USER=2015012322	TASK=3	ACTION=DESCRIPTION	INFO:	answer=        清华大学附近购买死飞自行车可能的渠道，注意事项和价格区间。
"
79,177,2015012322,3,        小明可以在门户网站网购，价格区间大概在600-13000元左右（新车），二手车大概三百左右。,"TIMESTAMP=1513148140820	USER=2015012322	TASK=3	ACTION=ANSWER_QUESTION	INFO:	answer=        小明可以在门户网站网购，价格区间大概在600-13000元左右（新车），二手车大概三百左右。
"
80,178,2015012322,4,查找国际航班对手提行李的重量限制体积限制，对托运行李的重量限制体积限制，手提行李中能携带多少液体，哪些必须手提，哪些必须托运等信息,"TIMESTAMP=1513148201891	USER=2015012322	TASK=4	ACTION=DESCRIPTION	INFO:	answer=查找国际航班对手提行李的重量限制体积限制，对托运行李的重量限制体积限制，手提行李中能携带多少液体，哪些必须手提，哪些必须托运等信息
"
81,179,2015011938,1,       猜作者： 10个人，每人五张纸，每张纸写上5个问题，并做答。所有人的5个问题是一样，之后将所有人打乱，通过答案来分析这个答案是谁给出的。答对者加一分。,"TIMESTAMP=1513148800350	USER=2015011938	TASK=1	ACTION=ANSWER_QUESTION	INFO:	answer=       猜作者： 10个人，每人五张纸，每张纸写上5个问题，并做答。所有人的5个问题是一样，之后将所有人打乱，通过答案来分析这个答案是谁给出的。答对者加一分。
"
82,180,2015011938,8,        谷歌眼镜、功能、使用方式、售价,"TIMESTAMP=1513148827365	USER=2015011938	TASK=8	ACTION=DESCRIPTION	INFO:	answer=        谷歌眼镜、功能、使用方式、售价
"
83,181,2015012322,4,"        1、随身行李必须能够放进乘客座位下面的空间或座位上面的行李柜，而且不得超过22*14*9英寸(115厘米)或40磅(或18 kg)。 
　　2、每名乘客只允许携带一件随身行李，另加一个手袋/公文包/手提电脑袋。 
      3、指甲刀剪刀、沐浴露洗发水之类的液体、药物等不能手提","TIMESTAMP=1513148980748	USER=2015012322	TASK=4	ACTION=ANSWER_QUESTION	INFO:	answer=        1、随身行李必须能够放进乘客座位下面的空间或座位上面的行李柜，而且不得超过22*14*9英寸(115厘米)或40磅(或18 kg)。 
　　2、每名乘客只允许携带一件随身行李，另加一个手袋/公文包/手提电脑袋。 
      3、指甲刀剪刀、沐浴露洗发水之类的液体、药物等不能手提
"
84,182,2015012322,2,        查找5月北京周边哪些地方旅行，包括花费、价值、方便程度，选择一个适合的地点。,"TIMESTAMP=1513149054300	USER=2015012322	TASK=2	ACTION=DESCRIPTION	INFO:	answer=        查找5月北京周边哪些地方旅行，包括花费、价值、方便程度，选择一个适合的地点。
"
85,183,2015011938,8,        语音识别、语音指路、发信息发邮件、晃头上网、拍照和摄像、与朋友共享眼前的画面。,"TIMESTAMP=1513149609371	USER=2015011938	TASK=8	ACTION=ANSWER_QUESTION	INFO:	answer=        语音识别、语音指路、发信息发邮件、晃头上网、拍照和摄像、与朋友共享眼前的画面。
"
86,184,2015012322,2,"        京郊园博园、黄金海岸滑沙中心、八大处公园、玉渊潭公园
黄金海岸华沙中心最好，因为交通方便，而且比其他几个地点好玩。","TIMESTAMP=1513149613418	USER=2015012322	TASK=2	ACTION=ANSWER_QUESTION	INFO:	answer=        京郊园博园、黄金海岸滑沙中心、八大处公园、玉渊潭公园
黄金海岸华沙中心最好，因为交通方便，而且比其他几个地点好玩。
"
87,185,2015011938,3,        清华大学、死飞、渠道、注意、价格,"TIMESTAMP=1513149638898	USER=2015011938	TASK=3	ACTION=DESCRIPTION	INFO:	answer=        清华大学、死飞、渠道、注意、价格
"
88,186,2015012322,12,查找中国第一艘航母辽宁号的的基本信息，历史，航母能起到的战略作用，相对于其他国家的航母，辽宁号的优势和劣势等,"TIMESTAMP=1513149658901	USER=2015012322	TASK=12	ACTION=DESCRIPTION	INFO:	answer=查找中国第一艘航母辽宁号的的基本信息，历史，航母能起到的战略作用，相对于其他国家的航母，辽宁号的优势和劣势等
"
89,187,2015012322,12,        排水量 5.5万吨 飞机甲板长 306.3m 宽 72.3米 航速 30节 最大可载机50架 战斗机20-26架歼15 预警直升机2 反潜直升机8-12。标志着中国兵力投送的能力有所增强，但是尚不及美国优秀。美国每个航母打击群拥有大约70架战斗机，并通过空中预警、空中加油、电子战能力支援(美国海军可以携多个打击群参战)，而中国在“辽宁号”航母上拥有大约36架舰载战斗机（原文如此），规模比较小。另外，航母通常必须保留几架战斗机用于自我防御，而不是发动全面进攻，这意味着“辽宁号”可能不会立刻部署全部36架战斗机。,"TIMESTAMP=1513150366220	USER=2015012322	TASK=12	ACTION=ANSWER_QUESTION	INFO:	answer=        排水量 5.5万吨 飞机甲板长 306.3m 宽 72.3米 航速 30节 最大可载机50架 战斗机20-26架歼15 预警直升机2 反潜直升机8-12。标志着中国兵力投送的能力有所增强，但是尚不及美国优秀。美国每个航母打击群拥有大约70架战斗机，并通过空中预警、空中加油、电子战能力支援(美国海军可以携多个打击群参战)，而中国在“辽宁号”航母上拥有大约36架舰载战斗机（原文如此），规模比较小。另外，航母通常必须保留几架战斗机用于自我防御，而不是发动全面进攻，这意味着“辽宁号”可能不会立刻部署全部36架战斗机。
"
90,189,2015011938,3,        网上购买，1000左右，便宜的质量不好。,"TIMESTAMP=1513150445726	USER=2015011938	TASK=3	ACTION=ANSWER_QUESTION	INFO:	answer=        网上购买，1000左右，便宜的质量不好。
"
91,190,2015011938,7,        戒烟好处、副作用、有效方式,"TIMESTAMP=1513150470448	USER=2015011938	TASK=7	ACTION=DESCRIPTION	INFO:	answer=        戒烟好处、副作用、有效方式
"
92,192,2015012322,11,         查找清华大学游泳馆的所在地、开放时间、学生票价格、办理游泳卡价格等信息,"TIMESTAMP=1513150641060	USER=2015012322	TASK=11	ACTION=DESCRIPTION	INFO:	answer=         查找清华大学游泳馆的所在地、开放时间、学生票价格、办理游泳卡价格等信息
"
